productType,brand,yearOfManufacture,conditionId,warrantyPolicy,mileage,rangePerCharge,batteryCapacity,batteryType,chargeCycles,batteryLifespan,maxSpeed,color,chargeTime,compatibleVehicle,FINAL_SALE_PRICE
car,Land Rover,2021,2,Hết bảo hành,30000,470,90 kWh,NCA,380,72 tháng,260,Đỏ,5 giờ,,2800000000
car,Lucid,2022,1,Còn bảo hành chính hãng,6000,640,118 kWh,Lithium-ion,110,96 tháng,315.0,Trắng,4 giờ,,4620000000
car,Polestar,2020,2,Hết bảo hành,41000,450,82 kWh,NMC,440,72 tháng,250,Đen,5 giờ,,2490000000
car,Vinfast,2024,1,Còn bảo hành chính hãng,2500,660,118 kWh,NCA,80,96 tháng,310,Trắng,4 giờ,,4705000000
car,BMW,2023,1,Còn bảo hành chính hãng,5000,600,108 kWh,NMC,120,96 tháng,295.0,Đỏ,4 giờ,,3995000000
car,Mercedes,2020,2,Hết bảo hành,33000,460,84 kWh,NMC,400,72 tháng,255.0,Bạc,6 giờ,,2420000000
car,Tesla,2021,2,Hết bảo hành,28000,520,90 kWh,Lithium-ion,360,72 tháng,280,Đỏ,5 giờ,,2900000000
car,Porsche,2022,1,Còn bảo hành chính hãng,8000,600,108 kWh,NCA,150,84 tháng,305.0,Đen,4-6 giờ,,3800000000
car,Audi,2024,1,Còn bảo hành chính hãng,3500,630,112 kWh,NMC,100,96 tháng,300,Xám,4 giờ,,4180000000
car,Lexus,2021,2,Hết bảo hành,22000,500,86 kWh,NMC,320,72 tháng,260,Trắng,5 giờ,,2755000000
car,Volvo,2025,1,Còn bảo hành chính hãng,1200,700,125 kWh,NMC,40,96 tháng,335.0,Trắng,4 giờ,,4850000000
car,Jaguar,2024,1,Còn bảo hành chính hãng,3000,640,112 kWh,NMC,80,96 tháng,300,Đen,4 giờ,,4125000000
car,Lucid,2023,1,Còn bảo hành chính hãng,4000,690,122 kWh,Lithium-ion,70,96 tháng,325.0,Bạc,4 giờ,,4970000000
car,Polestar,2024,1,Còn bảo hành chính hãng,2500,660,116 kWh,NMC,90,96 tháng,305.0,Đỏ,4 giờ,,4280000000
car,Land Rover,2025,1,Còn bảo hành chính hãng,1000,680,118 kWh,NCA,50,96 tháng,315.0,Xám,4 giờ,,4720000000
car,Vinfast,2025,1,Còn bảo hành chính hãng,900,690,124 kWh,NCA,35.0,96 tháng,330,Đen,4 giờ,,4990000000
car,BMW,2025,1,Còn bảo hành chính hãng,1500,680,120 kWh,NMC,60,96 tháng,310,Đỏ,4 giờ,,4755000000
car,Mercedes,2025,1,Còn bảo hành chính hãng,800,700,128 kWh,NMC,30,96 tháng,340,Bạc,4 giờ,,5000000000
car,Tesla,2025,1,Còn bảo hành chính hãng,600,700,125 kWh,Lithium-ion,40,96 tháng,330,Đỏ,4 giờ,,4980000000
car,Porsche,2025,1,Còn bảo hành chính hãng,1100,680,123 kWh,NCA,55.0,96 tháng,320,Đen,4 giờ,,4920000000
car,Audi,2025,1,Còn bảo hành chính hãng,1000,670,118 kWh,NMC,65.0,96 tháng,310,Xám,4 giờ,,4650000000
car,Lexus,2025,1,Còn bảo hành chính hãng,900,660,116 kWh,NMC,70,96 tháng,305.0,Trắng,4 giờ,,4550000000
car,Jaguar,2022,1,Còn bảo hành chính hãng,7000,610,108 kWh,NMC,120,84 tháng,290,Đen,4-6 giờ,,3625000000
car,Volvo,2021,2,Hết bảo hành,22000,520,96 kWh,NMC,320,72 tháng,270,Trắng,5 giờ,,2890000000
car,Lucid,2021,2,Hết bảo hành,18000,600,110 kWh,Lithium-ion,300,72 tháng,290,Bạc,5 giờ,,3050000000
car,Polestar,2022,1,Còn bảo hành chính hãng,8000,590,104 kWh,NMC,160,84 tháng,285.0,Đỏ,4-6 giờ,,3380000000
car,Land Rover,2023,1,Còn bảo hành chính hãng,5000,610,114 kWh,NCA,120,96 tháng,300,Xám,4 giờ,,3920000000
car,Vinfast,2024,1,Còn bảo hành chính hãng,2000,640,118 kWh,NCA,80,96 tháng,305.0,Đen,4 giờ,,4310000000
car,BMW,2024,1,Còn bảo hành chính hãng,3000,650,115 kWh,NMC,90,96 tháng,300,Đỏ,4 giờ,,4050000000
car,Mercedes,2024,1,Còn bảo hành chính hãng,2500,660,116 kWh,NMC,85.0,96 tháng,305.0,Bạc,4 giờ,,4100000000
car,Tesla,2024,1,Còn bảo hành chính hãng,2200,670,119 kWh,Lithium-ion,75.0,96 tháng,315.0,Đỏ,4 giờ,,4450000000
car,Porsche,2024,1,Còn bảo hành chính hãng,2100,660,118 kWh,NCA,80,96 tháng,318.0,Đen,4 giờ,,4680000000
car,Audi,2024,1,Còn bảo hành chính hãng,1800,640,112 kWh,NMC,95.0,96 tháng,300,Xám,4 giờ,,3990000000
car,Lexus,2024,1,Còn bảo hành chính hãng,1700,630,110 kWh,NMC,100,96 tháng,295.0,Trắng,4 giờ,,3850000000
car,Jaguar,2020,2,Hết bảo hành,42000,430,82 kWh,NMC,520,60 tháng,230,Đen,6 giờ,,2120000000
car,Volvo,2019,2,Hết bảo hành,58000,380,76 kWh,NMC,700,60 tháng,210,Trắng,6 giờ,,2055000000
car,Lucid,2020,2,Hết bảo hành,26000,480,96 kWh,Lithium-ion,420,72 tháng,275.0,Bạc,6 giờ,,2650000000
car,Polestar,2019,2,Hết bảo hành,47000,410,80 kWh,NMC,600,60 tháng,240,Đỏ,6 giờ,,2180000000
car,Land Rover,2019,2,Hết bảo hành,65000,370,72 kWh,NCA,720,60 tháng,220,Xám,6 giờ,,2090000000
car,Vinfast,2023,1,Còn bảo hành chính hãng,6000,600,106 kWh,NCA,130,84 tháng,290,Đen,4-6 giờ,,3490000000
car,BMW,2023,1,Còn bảo hành chính hãng,5000,610,108 kWh,NMC,120,96 tháng,295.0,Đỏ,4 giờ,,3780000000
car,Mercedes,2023,1,Còn bảo hành chính hãng,4500,605.0,107 kWh,NMC,125.0,96 tháng,294,Bạc,4 giờ,,3720000000
car,Tesla,2023,1,Còn bảo hành chính hãng,4200,630,116 kWh,Lithium-ion,95.0,96 tháng,310,Đỏ,4 giờ,,4620000000
car,Porsche,2023,1,Còn bảo hành chính hãng,3500,610,112 kWh,NCA,110,96 tháng,308.0,Đen,4 giờ,,4470000000
car,Audi,2023,1,Còn bảo hành chính hãng,3000,600,110 kWh,NMC,115.0,96 tháng,300,Xám,4 giờ,,4200000000
car,Lexus,2023,1,Còn bảo hành chính hãng,3200,590,106 kWh,NMC,120,96 tháng,295.0,Trắng,4 giờ,,3950000000
car,Jaguar,2021,2,Hết bảo hành,24000,470,88 kWh,NMC,360,72 tháng,260,Đen,5 giờ,,2755000000
car,Volvo,2022,1,Còn bảo hành chính hãng,9000,560,100 kWh,NMC,150,84 tháng,285.0,Trắng,4-6 giờ,,3420000000
car,Lucid,2022,1,Còn bảo hành chính hãng,7000,640,118 kWh,Lithium-ion,90,96 tháng,315.0,Bạc,4 giờ,,4790000000
car,Polestar,2022,1,Còn bảo hành chính hãng,8200,620,112 kWh,NMC,100,96 tháng,305.0,Đỏ,4 giờ,,4310000000
car,Land Rover,2022,1,Còn bảo hành chính hãng,11000,590,106 kWh,NCA,140,84 tháng,290,Xám,4-6 giờ,,3780000000
car,Vinfast,2022,1,Còn bảo hành chính hãng,10000,580,104 kWh,NCA,150,84 tháng,285.0,Đen,4-6 giờ,,3550000000
car,BMW,2021,1,Còn bảo hành chính hãng,9000,560,99 kWh,NMC,170,84 tháng,285.0,Đỏ,4-6 giờ,,3450000000
car,Mercedes,2021,1,Còn bảo hành chính hãng,12000,550,95 kWh,NMC,190,84 tháng,275.0,Bạc,4-6 giờ,,3180000000
car,Tesla,2021,1,Còn bảo hành chính hãng,14000,520,94 kWh,Lithium-ion,200,72 tháng,270,Đỏ,5 giờ,,2950000000
car,Porsche,2021,1,Còn bảo hành chính hãng,8000,580,104 kWh,NCA,160,84 tháng,300,Đen,4-6 giờ,,3650000000
car,Audi,2021,1,Còn bảo hành chính hãng,15000,540,96 kWh,NMC,180,84 tháng,275.0,Xám,4-6 giờ,,3200000000
car,Lexus,2021,1,Còn bảo hành chính hãng,13000,530,92 kWh,NMC,190,84 tháng,270,Trắng,5 giờ,,3050000000
car,Jaguar,2020,2,Hết bảo hành,46000,440,86 kWh,NMC,420,72 tháng,250,Đen,6 giờ,,2350000000
car,Volvo,2020,2,Hết bảo hành,38000,460,88 kWh,NMC,390,72 tháng,255.0,Trắng,5 giờ,,2480000000
car,Lucid,2020,2,Hết bảo hành,20000,560,110 kWh,Lithium-ion,320,72 tháng,285.0,Bạc,5 giờ,,3120000000
car,Polestar,2020,2,Hết bảo hành,34000,490,90 kWh,NMC,360,72 tháng,265.0,Đỏ,5 giờ,,2750000000
car,Land Rover,2020,2,Hết bảo hành,42000,470,92 kWh,NCA,380,72 tháng,270,Xám,5 giờ,,2820000000
car,Vinfast,2020,2,Hết bảo hành,30000,450,82 kWh,NCA,420,72 tháng,250,Đen,6 giờ,,2420000000
car,BMW,2019,2,Hết bảo hành,52000,430,78 kWh,NMC,560,60 tháng,230,Đỏ,6 giờ,,2200000000
car,Mercedes,2019,2,Hết bảo hành,60000,410,74 kWh,NMC,640,60 tháng,225.0,Bạc,6 giờ,,2105000000
car,Tesla,2019,2,Hết bảo hành,48000,420,80 kWh,Lithium-ion,580,60 tháng,240,Đỏ,6 giờ,,2250000000
car,Porsche,2019,2,Hết bảo hành,54000,430,82 kWh,NCA,600,60 tháng,245.0,Đen,6 giờ,,2355000000
car,Audi,2019,2,Hết bảo hành,45000,400,76 kWh,NMC,620,60 tháng,230,Xám,6 giờ,,2150000000
car,Lexus,2019,2,Hết bảo hành,50000,420,78 kWh,NMC,600,60 tháng,235.0,Trắng,6 giờ,,2190000000
car,Jaguar,2025,1,Còn bảo hành chính hãng,900,700,126 kWh,NMC,30,96 tháng,340,Đen,4 giờ,,4990000000
car,Volvo,2025,1,Còn bảo hành chính hãng,1000,690,122 kWh,NMC,40,96 tháng,330,Trắng,4 giờ,,4920000000
car,Lucid,2025,1,Còn bảo hành chính hãng,800,700,128 kWh,Lithium-ion,25.0,96 tháng,340,Bạc,4 giờ,,5000000000
car,Polestar,2025,1,Còn bảo hành chính hãng,1200,680,120 kWh,NMC,35.0,96 tháng,325.0,Đỏ,4 giờ,,4850000000
car,Land Rover,2025,1,Còn bảo hành chính hãng,1100,670,118 kWh,NCA,40,96 tháng,320,Xám,4 giờ,,4780000000
car,Jaguar,2025,1,Còn bảo hành chính hãng,700,700,130 kWh,NMC,20,96 tháng,340,Đỏ,4 giờ,,4995000000
car,Volvo,2024,1,Còn bảo hành chính hãng,2500,660,118 kWh,NMC,80,96 tháng,315.0,Bạc,4 giờ,,4380000000
car,Lucid,2023,1,Còn bảo hành chính hãng,3700,650,116 kWh,Lithium-ion,90,96 tháng,310,Đen,4 giờ,,4260000000
car,Polestar,2025,1,Còn bảo hành chính hãng,1300,690,124 kWh,NMC,25.0,96 tháng,330,Trắng,4 giờ,,4860000000
car,Land Rover,2024,1,Còn bảo hành chính hãng,2800,640,114 kWh,NCA,100,96 tháng,305.0,Xám,4 giờ,,4090000000
car,Vinfast,2024,1,Còn bảo hành chính hãng,1800,670,120 kWh,NCA,70,96 tháng,320,Đen,4 giờ,,4650000000
car,BMW,2024,1,Còn bảo hành chính hãng,2200,650,118 kWh,NMC,85.0,96 tháng,310,Đỏ,4 giờ,,4390000000
car,Mercedes,2025,1,Còn bảo hành chính hãng,1500,700,126 kWh,NMC,40,96 tháng,335.0,Bạc,4 giờ,,4930000000
car,Tesla,2024,1,Còn bảo hành chính hãng,2000,690,122 kWh,Lithium-ion,60,96 tháng,330,Đỏ,4 giờ,,4800000000
car,Porsche,2023,1,Còn bảo hành chính hãng,3200,640,112 kWh,NCA,110,96 tháng,305.0,Đen,4 giờ,,4170000000
car,Audi,2023,1,Còn bảo hành chính hãng,3500,630,110 kWh,NMC,115.0,96 tháng,300,Xám,4 giờ,,4050000000
car,Lexus,2022,1,Còn bảo hành chính hãng,8200,600,106 kWh,NMC,130,84 tháng,295.0,Trắng,4-6 giờ,,3690000000
car,Jaguar,2021,2,Hết bảo hành,24000,470,90 kWh,NMC,370,72 tháng,260,Đen,5 giờ,,2780000000
car,Volvo,2020,2,Hết bảo hành,38000,450,86 kWh,NMC,400,72 tháng,255.0,Trắng,5 giờ,,2430000000
car,Lucid,2020,2,Hết bảo hành,28000,520,98 kWh,Lithium-ion,350,72 tháng,270,Bạc,5 giờ,,2850000000
car,Polestar,2020,2,Hết bảo hành,34000,490,92 kWh,NMC,370,72 tháng,265.0,Đỏ,5 giờ,,2740000000
car,Land Rover,2021,2,Hết bảo hành,21000,500,94 kWh,NCA,320,72 tháng,275.0,Xám,5 giờ,,2950000000
car,BMW,2021,1,Còn bảo hành chính hãng,9000,560,102 kWh,NMC,170,84 tháng,285.0,Đỏ,4-6 giờ,,3480000000
car,Mercedes,2022,1,Còn bảo hành chính hãng,10000,590,108 kWh,NMC,130,84 tháng,295.0,Bạc,4-6 giờ,,3740000000
car,Tesla,2022,1,Còn bảo hành chính hãng,9500,600,112 kWh,Lithium-ion,120,84 tháng,305.0,Đỏ,4-6 giờ,,3890000000
car,Vinfast,2022,2,Còn bảo hành chính hãng,18000,320,42 kWh,LFP,150,48 tháng,160,Trắng,6-8 giờ,,780000000
car,Wuling,2021,3,Hết bảo hành,72000,240,30 kWh,LFP,620,36 tháng,130,Xanh,8 giờ,,495000000
car,BYD,2020,3,Hết bảo hành,88000,230,28 kWh,LFP,700,36 tháng,125.0,Bạc,9 giờ,,460000000
car,MG,2022,2,Còn bảo hành chính hãng,30000,300,40 kWh,NMC,260,48 tháng,155.0,Đỏ,6 giờ,,720000000
car,Hyundai,2021,2,Hết bảo hành,52000,290,36 kWh,NCA,420,48 tháng,150,Trắng,7 giờ,,650000000
car,Kia,2020,3,Hết bảo hành,88000,240,29 kWh,LFP,660,36 tháng,135.0,Đen,9 giờ,,480000000
car,Ford,2019,4,Hết bảo hành,110000,210,25 kWh,LFP,760,36 tháng,120,Xanh,10 giờ,,420000000
car,Nissan,2021,2,Hết bảo hành,54000,280,34 kWh,NMC,410,48 tháng,150,Bạc,7 giờ,,610000000
car,Toyota,2020,3,Hết bảo hành,90000,235.0,27 kWh,LFP,680,36 tháng,130,Trắng,9 giờ,,450000000
car,Mazda,2022,2,Còn bảo hành chính hãng,32000,310,38 kWh,NMC,240,48 tháng,155.0,Đỏ,6-8 giờ,,700000000
car,Vinfast,2021,3,Hết bảo hành,64000,270,35 kWh,LFP,480,36 tháng,145.0,Xanh rêu,8 giờ,,540000000
car,Wuling,2023,1,Còn bảo hành chính hãng,12000,300,33 kWh,LFP,120,60 tháng,155.0,Trắng,6 giờ,,735000000
car,BYD,2021,2,Hết bảo hành,43000,300,39 kWh,NMC,320,48 tháng,150,Bạc,7 giờ,,680000000
car,MG,2020,4,Hết bảo hành,95000,230,26 kWh,LFP,700,36 tháng,125.0,Nâu,9 giờ,,440000000
car,Hyundai,2023,1,Còn bảo hành chính hãng,9000,340,48 kWh,NCA,90,60 tháng,170,Trắng,6 giờ,,790000000
car,Kia,2021,2,Hết bảo hành,48000,290,37 kWh,NMC,350,48 tháng,150,Xám,7 giờ,,605000000
car,Ford,2020,3,Hết bảo hành,86000,260,32 kWh,LFP,520,36 tháng,140,Đen,8 giờ,,470000000
car,Nissan,2022,1,Còn bảo hành chính hãng,13000,320,41 kWh,NMC,180,60 tháng,165.0,Bạc,6 giờ,,760000000
car,Toyota,2021,3,Hết bảo hành,76000,260,33 kWh,LFP,520,36 tháng,140,Đỏ,8 giờ,,495000000
car,Vinfast,2023,1,Còn bảo hành chính hãng,14000,320,45 kWh,LFP,130,60 tháng,170,Đỏ,6 giờ,,780000000
car,BYD,2022,2,Còn bảo hành chính hãng,31000,320,45 kWh,NMC,270,48 tháng,160,Trắng,6-8 giờ,,715000000
car,MG,2021,2,Hết bảo hành,47000,280,39 kWh,NMC,330,48 tháng,150,Bạc,7 giờ,,660000000
car,Hyundai,2020,3,Hết bảo hành,91000,230,30 kWh,LFP,640,36 tháng,135.0,Xám,9 giờ,,470000000
car,Kia,2023,1,Còn bảo hành chính hãng,14000,330,44 kWh,NCA,140,60 tháng,170,Đỏ,6 giờ,,750000000
car,Ford,2022,2,Còn bảo hành chính hãng,26000,310,42 kWh,NMC,210,48 tháng,160,Trắng,6-8 giờ,,720000000
car,Nissan,2023,1,Còn bảo hành chính hãng,13000,320,44 kWh,NCA,130,60 tháng,170,Đỏ,6 giờ,,780000000
car,Toyota,2022,1,Còn bảo hành chính hãng,18000,320,41 kWh,NMC,180,60 tháng,165.0,Xám,6 giờ,,735000000
car,Vinfast,2020,3,Hết bảo hành,88000,250,35 kWh,LFP,590,36 tháng,140,Bạc,8 giờ,,530000000
car,BYD,2023,1,Còn bảo hành chính hãng,16000,330,46 kWh,NCA,120,60 tháng,175.0,Đỏ,6 giờ,,745000000
car,MG,2020,3,Hết bảo hành,95000,230,30 kWh,LFP,640,36 tháng,135.0,Đen,9 giờ,,465000000
motorbike,Honda,2022,1,Còn bảo hành chính hãng,800,120,3.5 kWh,Li-ion,120,36 tháng,100,Đen,4-5 giờ,,52000000
motorbike,Yamaha,2021,2,Hết bảo hành,8500,110,3 kWh,Li-ion,300,36 tháng,95.0,Trắng,4-6 giờ,,42000000
motorbike,Vinfast,2023,1,Còn bảo hành chính hãng,500,140,4.2 kWh,LFP,90,48 tháng,110,Đỏ,3-4 giờ,,78000000
motorbike,Gogoro,2022,1,Còn bảo hành chính hãng,1200,130,3.8 kWh,Li-ion,150,48 tháng,110,Xám,3-4 giờ,,69000000
motorbike,SYM,2020,3,Hết bảo hành,22000,95.0,2.6 kWh,Li-ion,520,24 tháng,85.0,Xanh,5-6 giờ,,24000000
motorbike,Piaggio,2019,3,Hết bảo hành,28000,90,2.4 kWh,Li-ion,600,24 tháng,80,Trắng,6-7 giờ,,22000000
motorbike,Honda,2020,4,Hết bảo hành,42000,85.0,2 kWh,Li-ion,700,24 tháng,75.0,Đen,7-8 giờ,,15000000
motorbike,Yamaha,2023,1,Còn bảo hành chính hãng,600,125.0,3.6 kWh,Li-ion,110,48 tháng,105.0,Đỏ,4 giờ,,55000000
motorbike,Vinfast,2021,2,Hết bảo hành,15000,100,2.8 kWh,LFP,360,36 tháng,90,Bạc,5-6 giờ,,33000000
motorbike,Gogoro,2021,2,Hết bảo hành,9000,115.0,3.1 kWh,Li-ion,290,36 tháng,100,Hồng,5 giờ,,38000000
motorbike,SYM,2022,1,Còn bảo hành chính hãng,3000,105.0,2.9 kWh,Li-ion,210,36 tháng,95.0,Đen,4-5 giờ,,41000000
motorbike,Piaggio,2022,1,Còn bảo hành chính hãng,2000,120,3.3 kWh,Li-ion,140,48 tháng,105.0,Trắng,4-6 giờ,,59000000
motorbike,Honda,2019,3,Hết bảo hành,52000,80,1.8 kWh,Li-ion,800,24 tháng,70,Xanh,8 giờ,,12000000
motorbike,Yamaha,2018,4,Hết bảo hành,68000,70,1.5 kWh,Li-ion,900,24 tháng,65.0,Đỏ,9 giờ,,9000000
motorbike,Vinfast,2024,1,Còn bảo hành chính hãng,300,150,4.5 kWh,NMC,60,96 tháng,120,Đen,3 giờ,,92000000
motorbike,Gogoro,2024,1,Còn bảo hành chính hãng,400,145.0,4 kWh,Li-ion,70,96 tháng,115.0,Bạc,3-4 giờ,,88000000
motorbike,SYM,2019,3,Hết bảo hành,46000,85.0,2.1 kWh,Li-ion,640,24 tháng,78.0,Trắng,7-8 giờ,,18000000
motorbike,Piaggio,2020,3,Hết bảo hành,32000,92,2.3 kWh,Li-ion,480,24 tháng,82,Đỏ,6-7 giờ,,21000000
motorbike,Honda,2021,2,Hết bảo hành,26000,98.0,2.7 kWh,Li-ion,420,36 tháng,88.0,Đen,6 giờ,,30000000
motorbike,Yamaha,2020,3,Hết bảo hành,34000,92,2.5 kWh,Li-ion,520,24 tháng,85.0,Bạc,7 giờ,,25000000
motorbike,Vinfast,2022,1,Còn bảo hành chính hãng,700,135.0,3.9 kWh,LFP,130,48 tháng,112,Đỏ,4-5 giờ,,65000000
motorbike,Gogoro,2019,3,Hết bảo hành,44000,90,2.2 kWh,Li-ion,560,24 tháng,80,Trắng,7-8 giờ,,20000000
motorbike,SYM,2021,2,Hết bảo hành,18000,100,2.9 kWh,Li-ion,300,36 tháng,92,Xanh rêu,5-6 giờ,,35000000
motorbike,Piaggio,2023,1,Còn bảo hành chính hãng,1500,128.0,3.4 kWh,Li-ion,160,48 tháng,108.0,Đen,4-5 giờ,,60000000
motorbike,Honda,2024,1,Còn bảo hành chính hãng,400,140,4.1 kWh,Li-ion,80,96 tháng,118.0,Trắng,3-4 giờ,,98000000
motorbike,Yamaha,2022,1,Còn bảo hành chính hãng,1100,118.0,3 kWh,Li-ion,170,48 tháng,102,Đỏ,4-6 giờ,,54000000
motorbike,Vinfast,2020,3,Hết bảo hành,36000,88.0,2 kWh,LFP,600,24 tháng,82,Bạc,7-8 giờ,,18000000
motorbike,Gogoro,2020,2,Hết bảo hành,25000,98.0,2.7 kWh,Li-ion,380,36 tháng,92,Trắng,6 giờ,,32000000
motorbike,SYM,2023,1,Còn bảo hành chính hãng,2200,112,3.2 kWh,Li-ion,190,48 tháng,100,Đỏ,5 giờ,,48000000
motorbike,Piaggio,2021,2,Hết bảo hành,21000,95.0,2.6 kWh,Li-ion,410,36 tháng,88.0,Đen,6-7 giờ,,27000000
motorbike,Honda,2018,4,Hết bảo hành,82000,60,1.2 kWh,Li-ion,950,24 tháng,60,Xanh,10 giờ,,6500000
motorbike,Yamaha,2019,3,Hết bảo hành,72000,75.0,1.6 kWh,Li-ion,820,24 tháng,70,Trắng,9 giờ,,8500000
motorbike,Vinfast,2021,2,Hết bảo hành,16000,102,2.8 kWh,LFP,400,36 tháng,95.0,Đỏ,6 giờ,,34000000
motorbike,Gogoro,2022,1,Còn bảo hành chính hãng,900,120,3.6 kWh,Li-ion,140,48 tháng,105.0,Bạc,4-5 giờ,,56000000
motorbike,SYM,2020,3,Hết bảo hành,48000,88.0,2.1 kWh,Li-ion,600,24 tháng,80,Đỏ,8 giờ,,17000000
motorbike,Piaggio,2018,4,Hết bảo hành,90000,60,1.1 kWh,Li-ion,980,24 tháng,55.0,Trắng,10 giờ,,4500000
motorbike,Honda,2022,1,Còn bảo hành chính hãng,3200,115.0,3.1 kWh,Li-ion,200,48 tháng,100,Đen,5 giờ,,46000000
motorbike,Yamaha,2023,1,Còn bảo hành chính hãng,700,125.0,3.7 kWh,Li-ion,130,48 tháng,110,Bạc,4-5 giờ,,61000000
motorbike,Vinfast,2024,1,Còn bảo hành chính hãng,250,150,4.6 kWh,LFP,60,96 tháng,125.0,Đỏ,3-4 giờ,,105000000
bike,Giant,2022,1,Còn bảo hành chính hãng,200,90,0.8 kWh,Li-ion,80,24 tháng,45.0,Đen,3-4 giờ,,8500000
bike,Trek,2021,2,Hết bảo hành,2500,85.0,0.7 kWh,Li-ion,260,24 tháng,40,Trắng,4-5 giờ,,6500000
bike,Specialized,2023,1,Còn bảo hành chính hãng,150,120,1.2 kWh,Li-ion,60,36 tháng,50,Đỏ,3 giờ,,18000000
bike,Merida,2020,3,Hết bảo hành,12000,70,0.5 kWh,Li-ion,520,24 tháng,35.0,Xanh,6-7 giờ,,3200000
bike,Marin,2022,1,Còn bảo hành chính hãng,400,100,0.9 kWh,Li-ion,90,36 tháng,48.0,Bạc,3-4 giờ,,12000000
bike,Merida,2021,2,Hết bảo hành,5000,80,0.6 kWh,Li-ion,300,24 tháng,38.0,Đen,5 giờ,,5200000
bike,Giant,2020,3,Hết bảo hành,16000,65.0,0.4 kWh,Li-ion,640,24 tháng,32,Trắng,7-8 giờ,,2800000
bike,Trek,2024,1,Còn bảo hành chính hãng,100,130,1 kWh,Li-ion,40,48 tháng,52,Xám,2-3 giờ,,22000000
bike,Specialized,2021,2,Hết bảo hành,8000,75.0,0.6 kWh,Li-ion,340,24 tháng,38.0,Đỏ,5-6 giờ,,5800000
bike,Merida,2023,1,Còn bảo hành chính hãng,300,110,1.1 kWh,Li-ion,70,36 tháng,50,Đen,3-4 giờ,,16000000
bike,Marin,2019,3,Hết bảo hành,34000,60,0.3 kWh,Li-ion,900,24 tháng,28.0,Trắng,9 giờ,,1500000
bike,Giant,2021,2,Hết bảo hành,6000,80,0.7 kWh,Li-ion,380,24 tháng,36.0,Xanh,6 giờ,,4200000
bike,Trek,2020,3,Hết bảo hành,14000,68.0,0.45 kWh,Li-ion,560,24 tháng,34,Đỏ,7-8 giờ,,2100000
bike,Specialized,2024,1,Còn bảo hành chính hãng,120,125.0,1.3 kWh,Li-ion,50,48 tháng,55.0,Bạc,2-3 giờ,,23500000
bike,Merida,2022,1,Còn bảo hành chính hãng,500,95.0,0.85 kWh,Li-ion,100,36 tháng,46.0,Đen,3-4 giờ,,9800000
bike,Marin,2021,2,Hết bảo hành,9000,72,0.5 kWh,Li-ion,420,24 tháng,36.0,Trắng,6-7 giờ,,4500000
bike,Giant,2018,4,Hết bảo hành,48000,50,0.2 kWh,Li-ion,1000,18 tháng,25.0,Đỏ,12 giờ,,800000
bike,Trek,2023,1,Còn bảo hành chính hãng,200,118.0,15 kWh,Li-ion,60,36 tháng,52,Đen,3-4 giờ,,19500000
bike,Specialized,2020,3,Hết bảo hành,22000,66.0,0.48 kWh,Li-ion,560,24 tháng,33,Trắng,7 giờ,,2600000
bike,Merida,2019,3,Hết bảo hành,30000,62,0.35 kWh,Li-ion,720,24 tháng,30,Xanh,8 giờ,,1200000
bike,Marin,2024,1,Còn bảo hành chính hãng,150,122,1.15 kWh,Li-ion,45.0,48 tháng,54,Bạc,2-3 giờ,,24800000
bike,Giant,2023,1,Còn bảo hành chính hãng,180,110,1 kWh,Li-ion,55.0,36 tháng,50,Đen,3-4 giờ,,16500000
bike,Trek,2019,3,Hết bảo hành,42000,58.0,0.25 kWh,Li-ion,860,18 tháng,28.0,Trắng,10 giờ,,900000
bike,Specialized,2022,1,Còn bảo hành chính hãng,400,102,0.95 kWh,Li-ion,95.0,36 tháng,48.0,Đỏ,3-4 giờ,,11200000
bike,Merida,2020,2,Hết bảo hành,16000,70,0.55 kWh,Li-ion,480,24 tháng,36.0,Bạc,6-7 giờ,,3700000
bike,Marin,2022,1,Còn bảo hành chính hãng,220,115.0,18 kWh,Li-ion,60,36 tháng,51,Đen,3-4 giờ,,18500000
bike,Giant,2020,3,Hết bảo hành,26000,64,0.4 kWh,Li-ion,620,24 tháng,34,Trắng,7-8 giờ,,1800000
bike,Trek,2021,2,Hết bảo hành,8000,78.0,0.65 kWh,Li-ion,320,24 tháng,40,Đỏ,5-6 giờ,,5200000
bike,Specialized,2018,4,Hết bảo hành,76000,48.0,0.18 kWh,Li-ion,1100,12 tháng,22,Xanh,14 giờ,,600000
bike,Merida,2023,1,Còn bảo hành chính hãng,350,108.0,1.12 kWh,Li-ion,58.0,36 tháng,53,Bạc,3-4 giờ,,23800000
bike,Marin,2019,3,Hết bảo hành,33000,60,0.28 kWh,Li-ion,760,18 tháng,30,Đen,9 giờ,,1400000
bike,Giant,2024,1,Còn bảo hành chính hãng,120,128.0,1.25 kWh,Li-ion,40,48 tháng,56.0,Đỏ,2-3 giờ,,26000000
bike,Trek,2020,3,Hết bảo hành,20000,66.0,0.5 kWh,Li-ion,520,24 tháng,36.0,Trắng,7 giờ,,2900000
bike,Specialized,2021,1,Còn bảo hành chính hãng,600,98.0,0.9 kWh,Li-ion,110,36 tháng,47.0,Đen,3-4 giờ,,10800000
bike,Merida,2021,2,Hết bảo hành,14000,74,0.6 kWh,Li-ion,420,24 tháng,37.0,Đỏ,6 giờ,,4300000
